disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
544,Acidity (Variant 544),Gastrointestinal,"Vomiting, Nausea, Cough",9,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
545,Heat Rash (Variant 545),Skin,"Fever, Nausea, Vomiting",7,Specialist Doctor,Papaya,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
546,Allergic Rhinitis (Variant 546),Respiratory,"Body ache, Fatigue, Headache",7,Specialist Doctor,Curd rice,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
547,Sunburn (Variant 547),Skin,"Itching, Fever, Nausea",8,Specialist Doctor,Curd rice,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
548,Heat Rash (Variant 548),Skin,"Fever, Itching, Nausea",6,Specialist Doctor,Curd rice,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
549,Heat Stroke (Variant 549),General,"Vomiting, Cough, Itching",10,Specialist Doctor,Pomegranate,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
550,Dehydration (Variant 550),General,"Body ache, Cough, Nausea",10,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
551,Bronchitis (Variant 551),Respiratory,"Body ache, Headache, Nausea",7,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
552,Fungal Infection (Variant 552),Skin,"Nausea, Fatigue, Vomiting",4,General Physician,Curd rice,Excessive caffeine,Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
553,Typhoid (Variant 553),Infectious,"Fatigue, Body ache, Cough",7,Specialist Doctor,Boiled vegetables,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
554,Allergic Rhinitis (Variant 554),Respiratory,"Nausea, Body ache, Cough",6,Specialist Doctor,Pomegranate,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
555,Dehydration (Variant 555),General,"Itching, Headache, Body ache",5,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Jeera water for digestion.,Rubbing heavy salt on rashes.
556,Typhoid (Variant 556),Infectious,"Headache, Fatigue, Vomiting",5,General Physician,Papaya,Excessive caffeine,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
557,Sinusitis (Variant 557),Respiratory,"Vomiting, Itching, Fever",6,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
558,Diarrhea (Variant 558),Gastrointestinal,"Cough, Headache, Vomiting",4,General Physician,Pomegranate,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Saltwater gargles for throat infection.,Using battery acid for skin patches.
559,Amoebiasis (Variant 559),Gastrointestinal,"Nausea, Stomach pain, Headache",2,General Physician,Pomegranate,Spicy street food,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Saltwater gargles for throat infection.,Using battery acid for skin patches.
560,Malaria (Variant 560),Infectious,"Fever, Cough, Headache",8,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
561,Vitamin D Deficiency (Variant 561),General,"Cough, Vomiting, Headache",6,Specialist Doctor,Pomegranate,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
562,Sinusitis (Variant 562),Respiratory,"Cough, Nausea, Headache",4,General Physician,Moong Dal Khichdi,Cold drinks,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Jeera water for digestion.,Using battery acid for skin patches.
563,Asthma (Variant 563),Respiratory,"Body ache, Fatigue, Vomiting",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,250,Saltwater gargles for throat infection.,Using battery acid for skin patches.
564,Diarrhea (Variant 564),Gastrointestinal,"Body ache, Fatigue, Headache",1,General Physician,Curd rice,Cold drinks,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
565,Sunburn (Variant 565),Skin,"Itching, Body ache, Fever",7,Specialist Doctor,Pomegranate,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
566,Diarrhea (Variant 566),Gastrointestinal,"Nausea, Headache, Itching",9,Specialist Doctor,Curd rice,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
567,Food Poisoning (Variant 567),Gastrointestinal,"Fever, Cough, Itching",1,General Physician,Papaya,Deep-fried pakoras,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
568,Allergic Rhinitis (Variant 568),Respiratory,"Nausea, Headache, Stomach pain",2,General Physician,Curd rice,Deep-fried pakoras,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
569,Food Poisoning (Variant 569),Gastrointestinal,"Nausea, Cough, Fever",4,General Physician,Moong Dal Khichdi,Spicy street food,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Rubbing heavy salt on rashes.
570,Allergic Rhinitis (Variant 570),Respiratory,"Vomiting, Itching, Fatigue",2,General Physician,Boiled vegetables,Raw salads (if infectious),Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Jeera water for digestion.,Putting oil or ghee on open wounds.
571,Allergic Rhinitis (Variant 571),Respiratory,"Body ache, Nausea, Stomach pain",6,Specialist Doctor,Pomegranate,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
572,Anemia (Variant 572),General,"Cough, Itching, Stomach pain",9,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
573,Acidity (Variant 573),Gastrointestinal,"Fatigue, Vomiting, Nausea",9,Specialist Doctor,Curd rice,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
574,Amoebiasis (Variant 574),Gastrointestinal,"Stomach pain, Nausea, Itching",6,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
575,Dengue (Variant 575),Infectious,"Headache, Fatigue, Itching",7,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
576,Chickenpox (Variant 576),Infectious,"Cough, Stomach pain, Nausea",4,General Physician,Pomegranate,Spicy street food,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
577,Gastritis (Variant 577),Gastrointestinal,"Nausea, Fatigue, Body ache",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
578,Typhoid (Variant 578),Infectious,"Itching, Fever, Vomiting",10,Specialist Doctor,Boiled vegetables,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
579,Heat Rash (Variant 579),Skin,"Nausea, Fever, Headache",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Rubbing heavy salt on rashes.
580,Sunburn (Variant 580),Skin,"Itching, Stomach pain, Body ache",5,General Physician,Pomegranate,Raw salads (if infectious),Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
581,Fungal Infection (Variant 581),Skin,"Fever, Headache, Nausea",7,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
582,Dehydration (Variant 582),General,"Fatigue, Body ache, Fever",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Yoga (Pranayama),Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
583,Allergic Rhinitis (Variant 583),Respiratory,"Fatigue, Nausea, Cough",3,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,ORS,Standard OTC ORS for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
584,Acidity (Variant 584),Gastrointestinal,"Itching, Body ache, Nausea",10,Specialist Doctor,Curd rice,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
585,Dehydration (Variant 585),General,"Body ache, Itching, Cough",8,Specialist Doctor,Pomegranate,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
586,Asthma (Variant 586),Respiratory,"Stomach pain, Itching, Cough",8,Specialist Doctor,Pomegranate,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
587,Dehydration (Variant 587),General,"Fever, Headache, Itching",1,General Physician,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Jeera water for digestion.,Using battery acid for skin patches.
588,Bronchitis (Variant 588),Respiratory,"Fatigue, Itching, Fever",8,Specialist Doctor,Papaya,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
589,Diarrhea (Variant 589),Gastrointestinal,"Itching, Fever, Cough",3,General Physician,Boiled vegetables,Cold drinks,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
590,Dehydration (Variant 590),General,"Nausea, Stomach pain, Headache",8,Specialist Doctor,Boiled vegetables,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
591,Gastritis (Variant 591),Gastrointestinal,"Headache, Stomach pain, Vomiting",7,Specialist Doctor,Pomegranate,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
592,Anemia (Variant 592),General,"Nausea, Itching, Cough",8,Specialist Doctor,Curd rice,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
593,Typhoid (Variant 593),Infectious,"Fever, Stomach pain, Nausea",6,Specialist Doctor,Papaya,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
594,Diarrhea (Variant 594),Gastrointestinal,"Cough, Vomiting, Stomach pain",4,General Physician,Curd rice,Spicy street food,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
595,Malaria (Variant 595),Infectious,"Fever, Cough, Stomach pain",4,General Physician,Curd rice,Raw salads (if infectious),Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
596,Malaria (Variant 596),Infectious,"Nausea, Itching, Cough",6,Specialist Doctor,Papaya,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
597,Anemia (Variant 597),General,"Headache, Vomiting, Nausea",6,Specialist Doctor,Curd rice,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
598,Food Poisoning (Variant 598),Gastrointestinal,"Itching, Fatigue, Headache",1,General Physician,Moong Dal Khichdi,Spicy street food,Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Coconut water for rehydration.,Using battery acid for skin patches.
599,Fungal Infection (Variant 599),Skin,"Headache, Vomiting, Stomach pain",3,General Physician,Papaya,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
600,Chickenpox (Variant 600),Infectious,"Body ache, Itching, Vomiting",1,General Physician,Boiled vegetables,Spicy street food,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
601,Bronchitis (Variant 601),Respiratory,"Body ache, Cough, Headache",10,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
602,Influenza (Variant 602),Infectious,"Headache, Stomach pain, Body ache",1,General Physician,Curd rice,Cold drinks,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Jeera water for digestion.,Putting oil or ghee on open wounds.
603,Asthma (Variant 603),Respiratory,"Itching, Cough, Stomach pain",5,General Physician,Papaya,Deep-fried pakoras,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,250,Jeera water for digestion.,Putting onions in armpits to reduce fever.
604,Acne (Variant 604),Skin,"Stomach pain, Itching, Body ache",4,General Physician,Boiled vegetables,Spicy street food,Light stretching,ORS,Standard OTC ORS for symptomatic relief.,650,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
605,Sunburn (Variant 605),Skin,"Fatigue, Fever, Vomiting",8,Specialist Doctor,Curd rice,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
606,Malaria (Variant 606),Infectious,"Headache, Fever, Nausea",8,Specialist Doctor,Curd rice,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
607,Diarrhea (Variant 607),Gastrointestinal,"Itching, Fatigue, Cough",1,General Physician,Pomegranate,Deep-fried pakoras,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Coconut water for rehydration.,Putting oil or ghee on open wounds.
608,Amoebiasis (Variant 608),Gastrointestinal,"Fever, Headache, Fatigue",9,Specialist Doctor,Papaya,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
609,Heat Rash (Variant 609),Skin,"Nausea, Itching, Fatigue",6,Specialist Doctor,Boiled vegetables,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
610,Dengue (Variant 610),Infectious,"Body ache, Stomach pain, Vomiting",7,Specialist Doctor,Boiled vegetables,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
611,Chickenpox (Variant 611),Infectious,"Headache, Itching, Vomiting",2,General Physician,Curd rice,Excessive caffeine,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
612,Acidity (Variant 612),Gastrointestinal,"Vomiting, Fatigue, Body ache",1,General Physician,Boiled vegetables,Excessive caffeine,Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Putting onions in armpits to reduce fever.
613,Anemia (Variant 613),General,"Stomach pain, Vomiting, Cough",4,General Physician,Papaya,Deep-fried pakoras,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
614,Allergic Rhinitis (Variant 614),Respiratory,"Body ache, Nausea, Vomiting",2,General Physician,Boiled vegetables,Cold drinks,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
615,Asthma (Variant 615),Respiratory,"Itching, Nausea, Vomiting",6,Specialist Doctor,Curd rice,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
616,Dehydration (Variant 616),General,"Itching, Headache, Body ache",3,General Physician,Pomegranate,Excessive caffeine,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
617,Sinusitis (Variant 617),Respiratory,"Itching, Stomach pain, Headache",4,General Physician,Curd rice,Raw salads (if infectious),Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
618,Common Cold (Variant 618),Infectious,"Vomiting, Itching, Fatigue",9,Specialist Doctor,Papaya,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
619,Influenza (Variant 619),Infectious,"Stomach pain, Fever, Nausea",10,Specialist Doctor,Boiled vegetables,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
620,Fungal Infection (Variant 620),Skin,"Itching, Fever, Nausea",3,General Physician,Pomegranate,Raw salads (if infectious),Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
621,Acidity (Variant 621),Gastrointestinal,"Headache, Body ache, Fever",8,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
622,Acne (Variant 622),Skin,"Itching, Vomiting, Body ache",6,Specialist Doctor,Curd rice,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
623,Amoebiasis (Variant 623),Gastrointestinal,"Stomach pain, Nausea, Itching",1,General Physician,Curd rice,Raw salads (if infectious),Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Jeera water for digestion.,Using battery acid for skin patches.
624,Amoebiasis (Variant 624),Gastrointestinal,"Stomach pain, Cough, Fever",7,Specialist Doctor,Papaya,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
625,Diarrhea (Variant 625),Gastrointestinal,"Fever, Stomach pain, Cough",2,General Physician,Curd rice,Deep-fried pakoras,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
626,Bronchitis (Variant 626),Respiratory,"Itching, Headache, Vomiting",1,General Physician,Curd rice,Cold drinks,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
627,Fungal Infection (Variant 627),Skin,"Cough, Fever, Headache",9,Specialist Doctor,Papaya,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
628,Amoebiasis (Variant 628),Gastrointestinal,"Stomach pain, Cough, Vomiting",7,Specialist Doctor,Boiled vegetables,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
629,Acidity (Variant 629),Gastrointestinal,"Headache, Fatigue, Vomiting",2,General Physician,Moong Dal Khichdi,Spicy street food,Light stretching,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Saltwater gargles for throat infection.,Using battery acid for skin patches.
630,Heat Rash (Variant 630),Skin,"Headache, Itching, Stomach pain",2,General Physician,Moong Dal Khichdi,Cold drinks,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
631,Chickenpox (Variant 631),Infectious,"Body ache, Nausea, Cough",6,Specialist Doctor,Curd rice,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
632,Dehydration (Variant 632),General,"Cough, Headache, Nausea",6,Specialist Doctor,Papaya,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
633,Fungal Infection (Variant 633),Skin,"Fatigue, Body ache, Nausea",6,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
634,Gastritis (Variant 634),Gastrointestinal,"Fever, Fatigue, Itching",2,General Physician,Papaya,Deep-fried pakoras,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
635,Anemia (Variant 635),General,"Stomach pain, Fatigue, Headache",7,Specialist Doctor,Boiled vegetables,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
636,Food Poisoning (Variant 636),Gastrointestinal,"Nausea, Headache, Fatigue",1,General Physician,Curd rice,Spicy street food,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
637,Anemia (Variant 637),General,"Fatigue, Fever, Nausea",1,General Physician,Boiled vegetables,Raw salads (if infectious),Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
638,Amoebiasis (Variant 638),Gastrointestinal,"Itching, Stomach pain, Fever",7,Specialist Doctor,Curd rice,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
639,Diarrhea (Variant 639),Gastrointestinal,"Vomiting, Body ache, Nausea",6,Specialist Doctor,Curd rice,Deep-fried pakoras,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
640,Asthma (Variant 640),Respiratory,"Cough, Fever, Vomiting",8,Specialist Doctor,Papaya,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
641,Food Poisoning (Variant 641),Gastrointestinal,"Fever, Vomiting, Nausea",9,Specialist Doctor,Boiled vegetables,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
