disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
485,Dehydration,General,"cough, fatigue, vomiting",8,Specialist Doctor,Pomegranate,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
486,Typhoid,Infectious,"body ache, nausea, stomach pain",2,General Physician,Moong Dal Khichdi,Spicy street food,Yoga (Pranayama),Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
487,Food Poisoning,Gastrointestinal,"body ache, fever, itching",4,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Yoga (Pranayama),Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
488,Fungal Infection,Skin,"cough, nausea, vomiting",2,General Physician,Boiled vegetables,Spicy street food,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
489,Bronchitis,Respiratory,"cough, headache, nausea",8,Specialist Doctor,Papaya,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
490,Vitamin D Deficiency,General,"cough, fever, vomiting",1,General Physician,Papaya,Excessive caffeine,Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,650,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
491,Typhoid,Infectious,"headache, itching, vomiting",5,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Anulom Vilom,ORS,Standard OTC ORS for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
492,Bronchitis,Respiratory,"body ache, fever, itching",1,General Physician,Papaya,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
493,Acne,Skin,"fever, nausea, stomach pain",1,General Physician,Boiled vegetables,Deep-fried pakoras,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
494,Dengue,Infectious,"body ache, fatigue, itching",1,General Physician,Pomegranate,Deep-fried pakoras,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
495,Chickenpox,Infectious,"body ache, cough, itching",9,Specialist Doctor,Papaya,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
496,Allergic Rhinitis,Respiratory,"body ache, fatigue, headache",3,General Physician,Curd rice,Excessive caffeine,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Saltwater gargles for throat infection.,Using battery acid for skin patches.
497,Vitamin D Deficiency,General,"body ache, fever, itching",7,Specialist Doctor,Curd rice,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
498,Anemia,General,"nausea, stomach pain, vomiting",9,Specialist Doctor,Pomegranate,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
499,Sunburn,Skin,"cough, itching, nausea",1,General Physician,Boiled vegetables,Deep-fried pakoras,Light stretching,ORS,Standard OTC ORS for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
500,Eczema,Skin,"fatigue, itching, vomiting",2,General Physician,Boiled vegetables,Excessive caffeine,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
501,Sunburn,Skin,"itching, nausea, vomiting",1,General Physician,Boiled vegetables,Spicy street food,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
502,Dehydration,General,"cough, fever, nausea",8,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
503,Fungal Infection,Skin,"fever, nausea, vomiting",1,General Physician,Papaya,Raw salads (if infectious),Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
504,Allergic Rhinitis,Respiratory,"body ache, cough, fever",1,General Physician,Boiled vegetables,Raw salads (if infectious),Anulom Vilom,ORS,Standard OTC ORS for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
505,Diarrhea,Gastrointestinal,"body ache, fatigue, itching",10,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
506,Allergic Rhinitis,Respiratory,"cough, fatigue, fever",5,General Physician,Boiled vegetables,Deep-fried pakoras,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,500,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
507,Amoebiasis,Gastrointestinal,"cough, fatigue, itching",6,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
508,Heat Stroke,General,"itching, nausea, vomiting",7,Specialist Doctor,Curd rice,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
509,Amoebiasis,Gastrointestinal,"body ache, cough, fever",5,General Physician,Pomegranate,Spicy street food,Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,500,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
510,Acne,Skin,"fever, headache, nausea",6,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
511,Chickenpox,Infectious,"body ache, headache, nausea",10,Specialist Doctor,Papaya,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
512,Sunburn,Skin,"cough, itching, stomach pain",2,General Physician,Papaya,Raw salads (if infectious),Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
513,Bronchitis,Respiratory,"body ache, headache, stomach pain",10,Specialist Doctor,Curd rice,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
514,Common Cold,Infectious,"itching, nausea, stomach pain",6,Specialist Doctor,Papaya,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
515,Acne,Skin,"fatigue, stomach pain, vomiting",1,General Physician,Boiled vegetables,Raw salads (if infectious),Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Jeera water for digestion.,Putting oil or ghee on open wounds.
516,Heat Stroke,General,"itching, nausea, vomiting",8,Specialist Doctor,Curd rice,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
517,Heat Rash,Skin,"headache, itching, vomiting",3,General Physician,Pomegranate,Excessive caffeine,Light stretching,ORS,Standard OTC ORS for symptomatic relief.,650,Saltwater gargles for throat infection.,Using battery acid for skin patches.
518,Bronchitis,Respiratory,"cough, fatigue, fever",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
519,Common Cold,Infectious,"body ache, fatigue, fever",3,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Saltwater gargles for throat infection.,Using battery acid for skin patches.
520,Gastritis,Gastrointestinal,"cough, fatigue, itching",3,General Physician,Papaya,Cold drinks,Light stretching,ORS,Standard OTC ORS for symptomatic relief.,250,Coconut water for rehydration.,Rubbing heavy salt on rashes.
521,Chickenpox,Infectious,"fatigue, itching, vomiting",2,General Physician,Moong Dal Khichdi,Spicy street food,Light stretching,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
522,Vitamin D Deficiency,General,"fever, nausea, stomach pain",1,General Physician,Papaya,Cold drinks,Yoga (Pranayama),Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Jeera water for digestion.,Using battery acid for skin patches.
523,Typhoid,Infectious,"fever, nausea, stomach pain",1,General Physician,Boiled vegetables,Spicy street food,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Coconut water for rehydration.,Rubbing heavy salt on rashes.
524,Anemia,General,"body ache, cough, stomach pain",2,General Physician,Pomegranate,Excessive caffeine,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
525,Asthma,Respiratory,"body ache, fatigue, nausea",9,Specialist Doctor,Curd rice,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
526,Fungal Infection,Skin,"body ache, fever, itching",5,General Physician,Pomegranate,Cold drinks,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Saltwater gargles for throat infection.,Using battery acid for skin patches.
527,Eczema,Skin,"cough, fever, headache",7,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
528,Asthma,Respiratory,"cough, fever, headache",9,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
529,Amoebiasis,Gastrointestinal,"body ache, headache, nausea",9,Specialist Doctor,Pomegranate,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
530,Heat Rash,Skin,"cough, fever, itching",10,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
531,Sunburn,Skin,"body ache, cough, fatigue",4,General Physician,Moong Dal Khichdi,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
532,Fungal Infection,Skin,"fatigue, fever, itching",5,General Physician,Pomegranate,Excessive caffeine,Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
533,Vitamin D Deficiency,General,"body ache, cough, fever",1,General Physician,Curd rice,Excessive caffeine,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
534,Sinusitis,Respiratory,"cough, fatigue, itching",7,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
535,Malaria,Infectious,"headache, nausea, vomiting",6,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
536,Sinusitis,Respiratory,"headache, nausea, vomiting",7,Specialist Doctor,Pomegranate,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
537,Amoebiasis,Gastrointestinal,"fever, itching, nausea",9,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
538,Gastritis,Gastrointestinal,"body ache, headache, stomach pain",1,General Physician,Curd rice,Excessive caffeine,Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
539,Typhoid,Infectious,"fatigue, nausea, stomach pain",5,General Physician,Curd rice,Spicy street food,Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
540,Allergic Rhinitis,Respiratory,"headache, itching, stomach pain",7,Specialist Doctor,Pomegranate,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
541,Eczema,Skin,"body ache, itching, stomach pain",1,General Physician,Curd rice,Excessive caffeine,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
542,Influenza,Infectious,"cough, fever, stomach pain",5,General Physician,Papaya,Deep-fried pakoras,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Jeera water for digestion.,Putting oil or ghee on open wounds.
543,Common Cold,Infectious,"body ache, fatigue, vomiting",7,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
544,Acidity,Gastrointestinal,"cough, nausea, vomiting",9,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
545,Heat Rash,Skin,"fever, nausea, vomiting",7,Specialist Doctor,Papaya,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
546,Allergic Rhinitis,Respiratory,"body ache, fatigue, headache",7,Specialist Doctor,Curd rice,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
547,Sunburn,Skin,"fever, itching, nausea",8,Specialist Doctor,Curd rice,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
548,Heat Rash,Skin,"fever, itching, nausea",6,Specialist Doctor,Curd rice,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
549,Heat Stroke,General,"cough, itching, vomiting",10,Specialist Doctor,Pomegranate,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
550,Dehydration,General,"body ache, cough, nausea",10,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
551,Bronchitis,Respiratory,"body ache, headache, nausea",7,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
552,Fungal Infection,Skin,"fatigue, nausea, vomiting",4,General Physician,Curd rice,Excessive caffeine,Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
553,Typhoid,Infectious,"body ache, cough, fatigue",7,Specialist Doctor,Boiled vegetables,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
554,Allergic Rhinitis,Respiratory,"body ache, cough, nausea",6,Specialist Doctor,Pomegranate,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
555,Dehydration,General,"body ache, headache, itching",5,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Jeera water for digestion.,Rubbing heavy salt on rashes.
556,Typhoid,Infectious,"fatigue, headache, vomiting",5,General Physician,Papaya,Excessive caffeine,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
557,Sinusitis,Respiratory,"fever, itching, vomiting",6,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
558,Diarrhea,Gastrointestinal,"cough, headache, vomiting",4,General Physician,Pomegranate,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Saltwater gargles for throat infection.,Using battery acid for skin patches.
559,Amoebiasis,Gastrointestinal,"headache, nausea, stomach pain",2,General Physician,Pomegranate,Spicy street food,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Saltwater gargles for throat infection.,Using battery acid for skin patches.
560,Malaria,Infectious,"cough, fever, headache",8,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
561,Vitamin D Deficiency,General,"cough, headache, vomiting",6,Specialist Doctor,Pomegranate,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
562,Sinusitis,Respiratory,"cough, headache, nausea",4,General Physician,Moong Dal Khichdi,Cold drinks,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Jeera water for digestion.,Using battery acid for skin patches.
563,Asthma,Respiratory,"body ache, fatigue, vomiting",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,250,Saltwater gargles for throat infection.,Using battery acid for skin patches.
564,Diarrhea,Gastrointestinal,"body ache, fatigue, headache",1,General Physician,Curd rice,Cold drinks,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
565,Sunburn,Skin,"body ache, fever, itching",7,Specialist Doctor,Pomegranate,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
566,Diarrhea,Gastrointestinal,"headache, itching, nausea",9,Specialist Doctor,Curd rice,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
567,Food Poisoning,Gastrointestinal,"cough, fever, itching",1,General Physician,Papaya,Deep-fried pakoras,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
568,Allergic Rhinitis,Respiratory,"headache, nausea, stomach pain",2,General Physician,Curd rice,Deep-fried pakoras,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
569,Food Poisoning,Gastrointestinal,"cough, fever, nausea",4,General Physician,Moong Dal Khichdi,Spicy street food,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Rubbing heavy salt on rashes.
570,Allergic Rhinitis,Respiratory,"fatigue, itching, vomiting",2,General Physician,Boiled vegetables,Raw salads (if infectious),Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Jeera water for digestion.,Putting oil or ghee on open wounds.
571,Allergic Rhinitis,Respiratory,"body ache, nausea, stomach pain",6,Specialist Doctor,Pomegranate,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
572,Anemia,General,"cough, itching, stomach pain",9,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
573,Acidity,Gastrointestinal,"fatigue, nausea, vomiting",9,Specialist Doctor,Curd rice,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
574,Amoebiasis,Gastrointestinal,"itching, nausea, stomach pain",6,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
575,Dengue,Infectious,"fatigue, headache, itching",7,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
576,Chickenpox,Infectious,"cough, nausea, stomach pain",4,General Physician,Pomegranate,Spicy street food,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
577,Gastritis,Gastrointestinal,"body ache, fatigue, nausea",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
578,Typhoid,Infectious,"fever, itching, vomiting",10,Specialist Doctor,Boiled vegetables,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
579,Heat Rash,Skin,"fever, headache, nausea",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Rubbing heavy salt on rashes.
580,Sunburn,Skin,"body ache, itching, stomach pain",5,General Physician,Pomegranate,Raw salads (if infectious),Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
581,Fungal Infection,Skin,"fever, headache, nausea",7,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
582,Dehydration,General,"body ache, fatigue, fever",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Yoga (Pranayama),Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
583,Allergic Rhinitis,Respiratory,"cough, fatigue, nausea",3,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,ORS,Standard OTC ORS for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
584,Acidity,Gastrointestinal,"body ache, itching, nausea",10,Specialist Doctor,Curd rice,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
585,Dehydration,General,"body ache, cough, itching",8,Specialist Doctor,Pomegranate,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
586,Asthma,Respiratory,"cough, itching, stomach pain",8,Specialist Doctor,Pomegranate,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
587,Dehydration,General,"fever, headache, itching",1,General Physician,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Jeera water for digestion.,Using battery acid for skin patches.
588,Bronchitis,Respiratory,"fatigue, fever, itching",8,Specialist Doctor,Papaya,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
589,Diarrhea,Gastrointestinal,"cough, fever, itching",3,General Physician,Boiled vegetables,Cold drinks,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
