disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
560,Malaria,Infectious,"Splenomegaly, Cyclical fever, Profuse sweating",8,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
561,Vitamin D Deficiency,General,"Muscle weakness, Hair loss, Bone pain",6,Specialist Doctor,Pomegranate,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
562,Sinusitis,Respiratory,"Facial pressure, Thick yellow mucus, Stuffed nose",4,General Physician,Moong Dal Khichdi,Cold drinks,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Jeera water for digestion.,Using battery acid for skin patches.
563,Asthma,Respiratory,"Chest tightness, Wheezing sounds, Night cough",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,250,Saltwater gargles for throat infection.,Using battery acid for skin patches.
564,Diarrhea,Gastrointestinal,"Abdominal cramps, Urgency, Loose stools",1,General Physician,Curd rice,Cold drinks,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
565,Sunburn,Skin,"Hot to touch, Peeling skin, Blisters",7,Specialist Doctor,Pomegranate,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
566,Diarrhea,Gastrointestinal,"Urgency, Dehydration, Abdominal cramps, Loose stools",9,Specialist Doctor,Curd rice,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
567,Food Poisoning,Gastrointestinal,"Diarrhea, Projectile vomiting, Abdominal cramps, Fever",1,General Physician,Papaya,Deep-fried pakoras,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
568,Allergic Rhinitis,Respiratory,"Constant sneezing, Itchy nose, Watery eyes",2,General Physician,Curd rice,Deep-fried pakoras,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
569,Food Poisoning,Gastrointestinal,"Projectile vomiting, Fever, Diarrhea",4,General Physician,Moong Dal Khichdi,Spicy street food,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Rubbing heavy salt on rashes.
570,Allergic Rhinitis,Respiratory,"Watery eyes, Constant sneezing, Itchy nose, Puffy eyelids",2,General Physician,Boiled vegetables,Raw salads (if infectious),Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Jeera water for digestion.,Putting oil or ghee on open wounds.
571,Allergic Rhinitis,Respiratory,"Puffy eyelids, Constant sneezing, Watery eyes",6,Specialist Doctor,Pomegranate,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
572,Anemia,General,"Brittle nails, Extreme fatigue, Pale skin, Cold hands",9,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
573,Acidity,Gastrointestinal,"Sour burps, Heartburn, Bloating",9,Specialist Doctor,Curd rice,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
574,Amoebiasis,Gastrointestinal,"Bloody stools, Stomach cramps, Weight loss, Tenesmus",6,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
575,Dengue,Infectious,"High fever, Bleeding gums, Joint pain, Retro-orbital pain",7,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
576,Chickenpox,Infectious,"Fluid-filled blisters, Fever, Loss of appetite",4,General Physician,Pomegranate,Spicy street food,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
577,Gastritis,Gastrointestinal,"Indigestion, Upper stomach pain, Feeling full after small meal, Nausea",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
578,Typhoid,Infectious,"Coated tongue, High fever, Stomach pain",10,Specialist Doctor,Boiled vegetables,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
579,Heat Rash,Skin,"Itching in sweat areas, Mild swelling, Small red bumps",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Rubbing heavy salt on rashes.
580,Sunburn,Skin,"Red painful skin, Peeling skin, Blisters, Hot to touch",5,General Physician,Pomegranate,Raw salads (if infectious),Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
581,Fungal Infection,Skin,"Ring-shaped rash, Itching between toes, Discolored nails",7,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
582,Dehydration,General,"Dry mouth, Extreme thirst, Dizziness, Dark urine",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Yoga (Pranayama),Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
583,Allergic Rhinitis,Respiratory,"Watery eyes, Constant sneezing, Itchy nose",3,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,ORS,Standard OTC ORS for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
584,Acidity,Gastrointestinal,"Heartburn, Sour burps, Bloating, Burning sensation in chest",10,Specialist Doctor,Curd rice,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
585,Dehydration,General,"Dry mouth, Extreme thirst, Dark urine",8,Specialist Doctor,Pomegranate,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
586,Asthma,Respiratory,"Wheezing sounds, Difficulty breathing, Night cough",8,Specialist Doctor,Pomegranate,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
587,Dehydration,General,"Extreme thirst, Dry mouth, Dizziness, Dark urine",1,General Physician,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Jeera water for digestion.,Using battery acid for skin patches.
588,Bronchitis,Respiratory,"Wheezing, Persistent cough, Chest congestion, Shortness of breath",8,Specialist Doctor,Papaya,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
589,Diarrhea,Gastrointestinal,"Abdominal cramps, Dehydration, Urgency, Loose stools",3,General Physician,Boiled vegetables,Cold drinks,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
590,Dehydration,General,"Dry mouth, Extreme thirst, Dark urine",8,Specialist Doctor,Boiled vegetables,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
591,Gastritis,Gastrointestinal,"Indigestion, Nausea, Feeling full after small meal",7,Specialist Doctor,Pomegranate,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
592,Anemia,General,"Brittle nails, Cold hands, Extreme fatigue, Pale skin",8,Specialist Doctor,Curd rice,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
593,Typhoid,Infectious,"High fever, Stomach pain, Coated tongue, Rose spots",6,Specialist Doctor,Papaya,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
594,Diarrhea,Gastrointestinal,"Abdominal cramps, Loose stools, Dehydration",4,General Physician,Curd rice,Spicy street food,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
595,Malaria,Infectious,"Splenomegaly, Cyclical fever, Shivering chills",4,General Physician,Curd rice,Raw salads (if infectious),Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
596,Malaria,Infectious,"Splenomegaly, Shivering chills, Cyclical fever, Profuse sweating",6,Specialist Doctor,Papaya,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
597,Anemia,General,"Pale skin, Extreme fatigue, Brittle nails, Cold hands",6,Specialist Doctor,Curd rice,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
598,Food Poisoning,Gastrointestinal,"Abdominal cramps, Diarrhea, Fever",1,General Physician,Moong Dal Khichdi,Spicy street food,Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Coconut water for rehydration.,Using battery acid for skin patches.
599,Fungal Infection,Skin,"Scaly skin, Discolored nails, Ring-shaped rash, Itching between toes",3,General Physician,Papaya,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
600,Chickenpox,Infectious,"Fluid-filled blisters, Loss of appetite, Intense itching, Fever",1,General Physician,Boiled vegetables,Spicy street food,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
601,Bronchitis,Respiratory,"Shortness of breath, Chest congestion, Wheezing",10,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
602,Influenza,Infectious,"Severe body ache, Chills, Dry cough",1,General Physician,Curd rice,Cold drinks,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Jeera water for digestion.,Putting oil or ghee on open wounds.
603,Asthma,Respiratory,"Chest tightness, Wheezing sounds, Night cough",5,General Physician,Papaya,Deep-fried pakoras,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,250,Jeera water for digestion.,Putting onions in armpits to reduce fever.
604,Acne,Skin,"Red bumps, Blackheads, Oily skin, Pimples",4,General Physician,Boiled vegetables,Spicy street food,Light stretching,ORS,Standard OTC ORS for symptomatic relief.,650,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
605,Sunburn,Skin,"Blisters, Red painful skin, Peeling skin, Hot to touch",8,Specialist Doctor,Curd rice,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
606,Malaria,Infectious,"Splenomegaly, Profuse sweating, Shivering chills, Cyclical fever",8,Specialist Doctor,Curd rice,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
607,Diarrhea,Gastrointestinal,"Loose stools, Dehydration, Urgency",1,General Physician,Pomegranate,Deep-fried pakoras,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Coconut water for rehydration.,Putting oil or ghee on open wounds.
608,Amoebiasis,Gastrointestinal,"Tenesmus, Bloody stools, Stomach cramps",9,Specialist Doctor,Papaya,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
609,Heat Rash,Skin,"Mild swelling, Small red bumps, Itching in sweat areas",6,Specialist Doctor,Boiled vegetables,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
610,Dengue,Infectious,"Joint pain, Bleeding gums, High fever, Retro-orbital pain",7,Specialist Doctor,Boiled vegetables,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
611,Chickenpox,Infectious,"Fluid-filled blisters, Intense itching, Fever",2,General Physician,Curd rice,Excessive caffeine,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
612,Acidity,Gastrointestinal,"Sour burps, Bloating, Heartburn",1,General Physician,Boiled vegetables,Excessive caffeine,Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Putting onions in armpits to reduce fever.
613,Anemia,General,"Extreme fatigue, Brittle nails, Cold hands",4,General Physician,Papaya,Deep-fried pakoras,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
614,Allergic Rhinitis,Respiratory,"Watery eyes, Itchy nose, Constant sneezing, Puffy eyelids",2,General Physician,Boiled vegetables,Cold drinks,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
615,Asthma,Respiratory,"Wheezing sounds, Night cough, Difficulty breathing",6,Specialist Doctor,Curd rice,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
616,Dehydration,General,"Dark urine, Dry mouth, Extreme thirst, Dizziness",3,General Physician,Pomegranate,Excessive caffeine,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
617,Sinusitis,Respiratory,"Facial pressure, Stuffed nose, Headache",4,General Physician,Curd rice,Raw salads (if infectious),Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
618,Common Cold,Infectious,"Mild fever, Sore throat, Sneezing, Runny nose",9,Specialist Doctor,Papaya,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
619,Influenza,Infectious,"High fever, Severe body ache, Dry cough",10,Specialist Doctor,Boiled vegetables,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
620,Fungal Infection,Skin,"Discolored nails, Ring-shaped rash, Scaly skin",3,General Physician,Pomegranate,Raw salads (if infectious),Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
621,Acidity,Gastrointestinal,"Bloating, Burning sensation in chest, Sour burps",8,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
622,Acne,Skin,"Oily skin, Pimples, Blackheads, Red bumps",6,Specialist Doctor,Curd rice,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
623,Amoebiasis,Gastrointestinal,"Stomach cramps, Tenesmus, Weight loss",1,General Physician,Curd rice,Raw salads (if infectious),Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Jeera water for digestion.,Using battery acid for skin patches.
624,Amoebiasis,Gastrointestinal,"Weight loss, Stomach cramps, Tenesmus",7,Specialist Doctor,Papaya,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
625,Diarrhea,Gastrointestinal,"Urgency, Abdominal cramps, Loose stools, Dehydration",2,General Physician,Curd rice,Deep-fried pakoras,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
626,Bronchitis,Respiratory,"Shortness of breath, Wheezing, Persistent cough, Chest congestion",1,General Physician,Curd rice,Cold drinks,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
627,Fungal Infection,Skin,"Scaly skin, Ring-shaped rash, Discolored nails",9,Specialist Doctor,Papaya,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
628,Amoebiasis,Gastrointestinal,"Tenesmus, Weight loss, Bloody stools",7,Specialist Doctor,Boiled vegetables,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
629,Acidity,Gastrointestinal,"Heartburn, Sour burps, Burning sensation in chest, Bloating",2,General Physician,Moong Dal Khichdi,Spicy street food,Light stretching,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Saltwater gargles for throat infection.,Using battery acid for skin patches.
630,Heat Rash,Skin,"Mild swelling, Small red bumps, Itching in sweat areas",2,General Physician,Moong Dal Khichdi,Cold drinks,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
631,Chickenpox,Infectious,"Fever, Fluid-filled blisters, Intense itching, Loss of appetite",6,Specialist Doctor,Curd rice,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
632,Dehydration,General,"Extreme thirst, Dry mouth, Dizziness, Dark urine",6,Specialist Doctor,Papaya,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
633,Fungal Infection,Skin,"Discolored nails, Ring-shaped rash, Itching between toes, Scaly skin",6,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
634,Gastritis,Gastrointestinal,"Feeling full after small meal, Nausea, Indigestion",2,General Physician,Papaya,Deep-fried pakoras,Brisk walking,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
635,Anemia,General,"Extreme fatigue, Brittle nails, Pale skin, Cold hands",7,Specialist Doctor,Boiled vegetables,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
636,Food Poisoning,Gastrointestinal,"Diarrhea, Abdominal cramps, Fever, Projectile vomiting",1,General Physician,Curd rice,Spicy street food,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
637,Anemia,General,"Pale skin, Cold hands, Brittle nails, Extreme fatigue",1,General Physician,Boiled vegetables,Raw salads (if infectious),Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
638,Amoebiasis,Gastrointestinal,"Stomach cramps, Bloody stools, Tenesmus",7,Specialist Doctor,Curd rice,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
639,Diarrhea,Gastrointestinal,"Urgency, Loose stools, Dehydration",6,Specialist Doctor,Curd rice,Deep-fried pakoras,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
640,Asthma,Respiratory,"Wheezing sounds, Night cough, Difficulty breathing, Chest tightness",8,Specialist Doctor,Papaya,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
641,Food Poisoning,Gastrointestinal,"Abdominal cramps, Projectile vomiting, Fever, Diarrhea",9,Specialist Doctor,Boiled vegetables,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
642,Heat Stroke,General,"Confusion, No sweating, Rapid pulse",6,Specialist Doctor,Curd rice,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
643,Allergic Rhinitis,Respiratory,"Puffy eyelids, Watery eyes, Itchy nose",4,General Physician,Papaya,Raw salads (if infectious),Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
644,Typhoid,Infectious,"High fever, Stomach pain, Coated tongue, Rose spots",8,Specialist Doctor,Papaya,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
645,Diarrhea,Gastrointestinal,"Abdominal cramps, Dehydration, Loose stools",9,Specialist Doctor,Pomegranate,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
646,Dehydration,General,"Extreme thirst, Dark urine, Dry mouth, Dizziness",9,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
647,Chickenpox,Infectious,"Fluid-filled blisters, Loss of appetite, Fever, Intense itching",8,Specialist Doctor,Papaya,Deep-fried pakoras,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
648,Heat Stroke,General,"Body temp above 104F, No sweating, Rapid pulse",1,General Physician,Boiled vegetables,Cold drinks,Light stretching,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
649,Heat Rash,Skin,"Mild swelling, Prickly heat, Small red bumps",4,General Physician,Curd rice,Deep-fried pakoras,Yoga (Pranayama),Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
650,Sinusitis,Respiratory,"Stuffed nose, Headache, Facial pressure, Thick yellow mucus",8,Specialist Doctor,Pomegranate,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
651,Dengue,Infectious,"Joint pain, High fever, Retro-orbital pain",4,General Physician,Papaya,Raw salads (if infectious),Light stretching,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
652,Acne,Skin,"Oily skin, Blackheads, Pimples",4,General Physician,Pomegranate,Deep-fried pakoras,Light stretching,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
653,Acne,Skin,"Blackheads, Pimples, Red bumps",10,Specialist Doctor,Curd rice,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
654,Acne,Skin,"Pimples, Oily skin, Red bumps",8,Specialist Doctor,Pomegranate,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
655,Allergic Rhinitis,Respiratory,"Puffy eyelids, Constant sneezing, Watery eyes, Itchy nose",9,Specialist Doctor,Curd rice,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
